,Movie,RottenT_Rating
4517,Maggie,6.0
4518,Kingsman: The Secret Service,7.0
4519,'71,7.8
4520,Walking On Sunshine,4.5
4521,Gone Doggy Gone,6.8
4522,Alex Of Venice,6.5
4523,Goodbye To All That,6.8
4524,It Follows,8.2
4525,The Salt Of The Earth,8.0
4526,Uncertain Terms,6.7
4527,Freedom,4.2
4528,Tiger Orange,6.0
4529,The Road Within,5.0
4530,The Pact Ii,4.7
4531,Merchants Of Doubt,7.2
4532,Kill Me Three Times,4.6
4533,Alien Outpost,5.1
4534,Deli Man,7.1
4535,Turkey Shoot,3.5
4536,Woman In Gold,6.3
4537,Slow West,7.6
4538,Dark Summer,4.6
4539,5 Flights Up,5.5
4540,Laugh Killer Laugh,6.0
4541,Danny Collins,6.6
4542,Echoes Of War,5.1
4543,Dawn Patrol,3.2
4544,The Wrecking Crew,7.3
4545,Chappie,5.2
4546,Pound Of Flesh,4.4
4547,Spike Island,4.9
4548,Marfa Girl,4.8
4549,The Gunman,4.8
4550,Before You Know It,6.5
4551,Stop The Pounding Heart,6.7
4552,If You Build It,6.9
4553,Welcome To Me,6.7
4554,9 Full Moons,7.4
4555,Electric Slide,4.2
4556,Run All Night,6.0
4557,Get Hard,4.6
4558,"Kumiko, The Treasure Hunter",7.4
4559,Unfinished Business,3.8
4560,The Lazarus Effect,4.4
4561,Born To Fly: Elizabeth Streb Vs. Gravity,6.5
4562,Time Lapse,6.6
4563,Wild Tales,8.1
4564,Gett: The Trial Of Viviane Amsalem,8.5
4565,Hard To Be A God,9.0
4566,Old Fashioned,4.6
4567,Beyond The Reach,5.1
4568,While We'Re Young,7.5
4569,Eastern Boys,7.7
4570,Last Knights,3.8
4571,Playing It Cool,4.4
4572,Focus,6.1
4573,Papadopoulos & Sons,5.7
4574,Cupcakes,6.1
4575,Jupiter Ascending,4.8
4576,"Mcfarland, Usa",6.9
4577,Cut Bank,5.3
4578,The Spongebob Movie: Sponge Out Of Water,6.6
4579,Gerontophilia,6.1
4580,Cas & Dylan,4.7
4581,Camp X-Ray,6.6
4582,Rich Hill,7.7
4583,The Samurai,7.8
4584,"Farewell, Herr Schwarz",8.0
4585,Ballet 422,7.2
4586,The Duff,6.4
4587,Monsters: Dark Continent,4.6
4588,Girlhood,8.1
4589,Know How,6.9
4590,Red Army,7.8
4591,Spring,7.5
4592,Sword Of Vengeance,3.8
4593,Killing Jesus,6.1
4594,All Relative,2.8
4595,Free The Nipple,3.7
4596,Li'L Quinquin,8.4
4597,The Taking Of Tiger Mountain,6.6
4598,The Sisterhood Of Night,6.8
4599,Bravetown,4.4
4600,State Of Siege,7.7
4601,The Confession,8.5
4602,Seventh Son,4.1
4603,Minuscule: Valley Of The Lost Ants,6.7
4604,These Final Hours,7.1
4605,Hot Tub Time Machine 2,3.6
4606,Zombeavers,6.0
4607,All The Wilderness,6.5
4608,Before I Disappear,6.5
4609,The Blue Room,7.2
4610,Leviathan,8.6
4611,Fifty Shades Of Grey,4.6
4612,The Living,6.0
4613,Last Hijack,7.2
4614,Blackhat,5.2
4615,"Love, Rosie",4.9
4616,Still Alice,7.5
4617,Nightlight,3.6
4618,Mr. Turner,8.5
4619,Maya The Bee Movie,5.8
4620,The Immortalists,5.1
4621,Magician: The Astonishing Life And Work Of Orson Welles,6.9
4622,Lovesick,3.3
4623,Strange Magic,4.0
4624,Extraterrestrial,4.6
4625,Da Sweet Blood Of Jesus,5.7
4626,Accidental Love,3.7
4627,My Life Directed By Nicolas Winding Refn,6.7
4628,Cymbeline,5.2
4629,Dial A Prayer,5.8
4630,See You In Valhalla,4.1
4631,Jen Kirkman: I'M Gonna Die Alone (And I Feel Fine),8.0
4632,Bananas!,5.9
4633,A Few Best Men,3.7
4634,The Girl Is In Trouble,6.1
4635,Sagrada - The Mystery Of Creation,6.0
4636,Tip Top,6.6
4637,The Sleepwalker,6.2
4638,Black Sea,6.6
4639,Mortdecai,3.8
4640,Magical Universe,6.1
4641,Selma,8.5
4642,Beloved Sisters,6.8
4643,The Cobbler,3.5
4644,Two Men In Town,6.2
4645,Champs,6.3
4646,Just Before I Go,3.6
4647,Murder Of A Cat,2.9
4648,Spare Parts,5.9
4649,The Frontier,7.4
4650,Black Or White,5.7
4651,Brush With Danger,3.0
4652,The Last Five Years,6.4
4653,Tracers,4.7
4654,Rec 4: Apocalypse,5.6
4655,My Mistress,4.5
4656,The Seven Five,7.6
4657,Ghoul,3.9
4658,Infini,4.7
4659,Days Of Grace,6.1
4660,The Pyramid,3.8
4661,Lost River,4.9
4662,Inherent Vice,7.4
4663,The Boy Next Door,3.7
4664,The Wedding Ringer,4.7
4665,Northern Borders,6.1
4666,The Devil'S Violinist,5.8
4667,50 To 1,6.0
4668,Paddington,7.9
4669,The Woman In Black 2: Angel Of Death,4.9
4670,The Babadook,8.2
4671,Last Days In Vietnam,8.4
4672,A Girl Walks Home Alone At Night,8.1
4673,Concerning Violence,7.5
4674,Winter Sleep,8.4
4675,Taken 3,4.0
4676,Big Eyes,6.9
4677,Affluenza,4.2
4678,Supremacy,3.9
4679,Mommy,8.1
4680,Butterfly Girl,8.4
4681,Everly,4.5
4682,Boy Meets Girl,7.4
4683,The Gambler,5.9
4684,Miss Julie,5.7
4685,Amira & Sam,6.6
4686,The Duke Of Burgundy,8.1
4687,There'S Always Woodstock,3.2
4688,Exodus: Gods And Kings,5.4
4689,Against The Sun,6.6
4690,The Barber,5.2
4691,Walter,6.5
4692,Odd Man Out,8.3
4693,Penumbra,7.6
4694,Maps To The Stars,6.7
4695,You'Re Not You,5.9
4696,Into The Woods,6.9
4697,Enter The Dangerous Mind,4.2
4698,Antarctica: A Year On Ice,6.8
4699,Life Inside Out,7.2
4700,Savaged,7.2
4701,Living Is Easy With Eyes Closed,7.8
4702,The Voices,6.7
4703,Interstellar,7.3
4704,God Help The Girl,6.0
4705,"If You Don'T, I Will",6.8
4706,Happy Valley,7.1
4707,John Doe: Vigilante,3.8
4708,Romeo And Juliet,6.0
4709,Beside Still Waters,6.7
4710,Manny,5.2
4711,Goodbye To Language,7.3
4712,Monk With A Camera: The Life And Journey Of Nicholas Vreeland,6.6
4713,"Like Sunday, Like Rain",5.9
4714,The Walking Deceased,2.9
4715,Kidnapping Mr. Heineken,5.0
4716,The Hobbit: The Battle Of The Five Armies,6.5
4717,Batman Vs. Robin,8.4
4718,Days Of Wrath,7.3
4719,Uncle Harry,6.2
4720,Floored,6.3
4721,The Immigrant,7.5
4722,Unbroken,6.3
4723,Wild Card,5.1
4724,Song One,5.5
4725,Wild,7.6
4726,Salvation Army,8.2
4727,Island Of Lemurs: Madagascar,6.8
4728,The Imitation Game,7.8
4729,A Most Violent Year,7.8
4730,Three Night Stand,5.7
4731,Killers,7.0
4732,The Way He Looks,7.3
4733,Preservation,5.6
4734,Home Sweet Hell,3.5
4735,The Decent One,6.5
4736,The Rewrite,6.0
4737,Pelican Dreams,6.9
4738,Digging Up The Marrow,6.7
4739,Outcast,3.3
4740,3 Nights In The Desert,4.6
4741,Meet The Mormons,5.4
4742,Mad As Hell,5.8
4743,Out Of The Dark,4.9
4744,White Line Fever,6.0
4745,Jour De Fete,8.7
4746,The Soft Skin,8.0
4747,"The Hunger Games: Mockingjay, Part 1",6.6
4748,Ride The Pink Horse,7.8
4749,Annie,4.8
4750,Night At The Museum: Secret Of The Tomb,5.2
4751,Penguins Of Madagascar,6.4
4752,Pioneer,5.7
4753,R100,7.2
4754,The Liberator,5.8
4755,Low Down,5.9
4756,Listen Up Philip,7.6
4757,Life Of Riley,6.9
4758,Life Partners,6.4
4759,The Captive,4.6
4760,Wolfcop,5.6
4761,Beyond Clueless,6.2
4762,Come Back To Me,4.4
4763,Song Of The Sea,8.4
4764,Son Of A Gun,5.9
4765,Tinker Bell And The Legend Of The Neverbeast,5.6
4766,Spanish Lake,8.1
4767,Innocence,4.1
4768,The White Haired Witch Of Lunar Kingdom,5.1
4769,Late Phases,5.7
4770,Top Five,7.3
4771,This Ain'T No Mouse Music!,6.2
4772,Let'S Kill Ward'S Wife,5.2
4773,Muck,2.1
4774,Big Muddy,6.5
4775,Foxcatcher,8.0
4776,Outside Bet,3.6
4777,The Better Angels,6.2
4778,Horrible Bosses 2,5.1
4779,The Interview,5.8
4780,Big Hero 6,7.6
4781,Code Black,7.5
4782,Terms And Conditions May Apply,7.6
4783,Dumb And Dumber To,4.7
4784,The Borderlands,6.8
4785,Ilya And Emilia Kabakov: Enter Here,5.5
4786,Whiplash,8.6
4787,Web Junkie,6.9
4788,Algorithms,7.3
4789,Beyond The Lights,6.9
4790,Farmland,6.0
4791,Cantinflas,5.8
4792,Cyber-Seniors,6.7
4793,Loitering With Intent,5.9
4794,The Homesman,7.1
4795,Vhs: Viral,4.9
4796,Believe Me,6.4
4797,The World Made Straight,5.6
4798,Not Cool,5.4
4799,Dying Of The Light,4.5
4800,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",6.0
4801,Black November,4.1
4802,The Intruders,4.2
4803,St. Vincent,7.0
4804,In Your Eyes,6.4
4805,Kink,6.6
4806,Kill The Messenger,6.8
4807,Felony,6.8
4808,Southern Baptist Sissies,7.7
4809,Faith Connections,4.0
4810,Rosewater,6.9
4811,The Theory Of Everything,7.4
4812,Stray Dogs,8.0
4813,The Retrieval,7.8
4814,Addicted,3.8
4815,Jake Squared,4.8
4816,Lilting,7.0
4817,One Small Hitch,5.2
4818,Through A Lens Darkly: Black Photographers And The Emergence Of A People,6.6
4819,Laggies,6.3
4820,Birdman Or (The Unexpected Virtue Of Ignorance),8.5
4821,The Tale Of The Princess Kaguya,8.2
4822,Predestination,6.9
4823,The Lookalike,4.0
4824,Point And Shoot,6.6
4825,Force Majeure,8.1
4826,The Song,5.8
4827,Starred Up,7.9
4828,On Any Sunday: The Next Chapter,5.6
4829,Nightcrawler,8.3
4830,After The Fall,4.7
4831,The Book Of Life,7.1
4832,John Wick,7.1
4833,Animal,5.7
4834,No Tears For The Dead,7.1
4835,Poker Night,6.0
4836,Every Man For Himself,8.9
4837,Jews And Baseball: An American Love Story,6.0
4838,The Year Dolly Parton Was My Mom,5.2
4839,Tales Of The Night,7.0
4840,Found Memories,7.8
4841,Hollow,3.9
4842,Tarzan,4.6
4843,The Boxtrolls,7.3
4844,Valentine Road,7.1
4845,The Color Of Time,4.3
4846,The Judge,5.9
4847,Richard Pryor: Omit The Logic,6.7
4848,Dracula Untold,5.0
4849,Abcs Of Death 2,6.4
4850,The Disappearance Of Eleanor Rigby,6.7
4851,A Thousand Times Goodnight,6.2
4852,Left Behind,2.5
4853,The House Of Magic,5.8
4854,The Best Of Me,4.0
4855,The Overnighters,8.5
4856,Dear White People,7.7
4857,Appropriate Behavior,7.3
4858,Ouija,3.7
4859,Food Chains,7.3
4860,Starry Eyes,7.0
4861,Exists,4.3
4862,Time Is Illmatic,7.6
4863,Hector And The Search For Happiness,5.0
4864,Video Games: The Movie,4.8
4865,My Winnipeg,8.2
4866,Bring Me The Head Of The Machine Gun Woman,5.0
4867,Rudderless,6.6
4868,The Zero Theorem,5.8
4869,Life'S A Breeze,6.2
4870,Lucy,6.3
4871,Why Don'T You Play In Hell?,7.3
4872,Open Windows,6.0
4873,Plot For Peace,6.7
4874,Winter In The Blood,6.6
4875,Before I Go To Sleep,5.4
4876,The Remaining,4.5
4877,Coherence,7.4
4878,White Bird In A Blizzard,5.9
4879,The Green Prince,7.1
4880,The Internet'S Own Boy: The Story Of Aaron Swartz,7.5
4881,Annabelle,4.8
4882,Jimi: All Is By My Side,6.2
4883,The Guest,7.6
4884,My Old Lady,6.1
4885,Miss Meadows,5.1
4886,Days And Nights,4.1
4887,By The Gun,5.8
4888,The Kingdom Of Dreams And Madness,7.2
4889,The Pirates,6.1
4890,Big Driver,6.6
4891,Justice League: Throne Of Atlantis,5.3
4892,The Incredible Journey,7.8
4893,Middle Of Nowhere,7.9
4894,Gone Girl,8.1
4895,Agent Vinod,5.6
4896,Guardians Of The Galaxy,7.9
4897,Student Of The Year,5.3
4898,The Two Faces Of January,6.8
4899,Bhaag Milkha Bhaag,6.2
4900,May In The Summer,6.2
4901,Jessabelle,5.2
4902,Alien Abduction,4.8
4903,Expedition To The End Of The World,7.1
4904,Salvo,5.8
4905,Lootera,7.0
4906,Revenge Of The Green Dragons,4.8
4907,Not Another Happy Ending,4.0
4908,Keep On Keepin' On,7.7
4909,A Walk Among The Tombstones,6.5
4910,We Gotta Get Out Of This Place,6.6
4911,Defender,5.9
4912,Memphis,6.6
4913,"Men, Women & Children",5.2
4914,Young Ones,5.4
4915,Finding Fela,6.1
4916,The Identical,3.9
4917,Ai Weiwei: The Fake Case,7.4
4918,Bird People,6.7
4919,Honeymoon,6.1
4920,The Canal,6.1
4921,No Good Deed,3.7
4922,21 Years: Richard Linklater,5.7
4923,Viktor,2.8
4924,Ways To Live Forever,7.0
4925,Uncle Kent,5.8
4926,Horns,5.6
4927,Tusk,5.8
4928,Reach Me,3.9
4929,When I Walk,7.8
4930,The Good Lie,6.9
4931,The Longest Week,4.1
4932,A Will For The Woods,7.2
4933,Missionary,4.3
4934,The Notebook,6.6
4935,The Dark Valley,5.5
4936,The Damned,3.8
4937,Dragon Ball Z: Battle Of Gods,6.5
4938,Kids For Cash,7.7
4939,Two Night Stand,5.0
4940,Dinosaur 13,6.5
4941,Boyhood,9.2
4942,Get On Up,7.2
4943,Elsa & Fred,5.0
4944,Last Weekend,4.6
4945,A Good Marriage,5.1
4946,Atlas Shrugged: Who Is John Galt?,1.5
4947,Kelly & Cal,6.4
4948,Grumpy Cat'S Worst Christmas Ever,5.0
4949,The Missouri Breaks,7.5
4950,Buffalo Bill And The Indians,7.7
4951,Red Hollywood,8.2
4952,Teenage Mutant Ninja Turtles,4.5
4953,Aarakshan,5.8
4954,Collaborator,6.2
4955,Mother'S Milk,4.8
4956,My Uncle Rafael,5.0
4957,The Skeleton Twins,7.2
4958,First Comes Love,4.3
4959,The Maze Runner,6.2
4960,This Is Where I Leave You,5.7
4961,When The Game Stands Tall,4.9
4962,Calvary,7.8
4963,"Norte, The End Of History",8.2
4964,Spark: A Burning Man Story,6.3
4965,Dolphin Tale 2,6.3
4966,Eliza Graves,5.5
4967,The Strange Color Of Your Body'S Tears,5.5
4968,Levitated Mass: The Story Of Michael Heizer'S Monolithic Sculpture,6.6
4969,Magic In The Moonlight,6.2
4970,Jingle Bell Rocks!,7.4
4971,I Origins,6.3
4972,Dead Snow: Red Vs. Dead,6.7
4973,At The Devil'S Door,6.3
4974,Catch Hell,3.8
4975,Cam2Cam,3.5
4976,Altina,7.5
4977,How Murray Saved Christmas,5.0
4978,The Long Goodbye,8.8
4979,The Hero Of Color City,4.7
4980,Breathless,5.9
4981,"Philip Roth, Without Complexes",6.9
4982,Dawn Of The Planet Of The Apes,8.0
4983,Tammy,4.7
4984,"As Above, So Below",4.8
4985,What If,6.6
4986,Stephen Hawking Biography,6.5
4987,22 Jump Street,7.2
4988,And So It Goes,4.6
4989,The Hundred-Foot Journey,6.5
4990,The Congress,6.9
4991,Manuscripts Don'T Burn,7.9
4992,Down And Dangerous,5.6
4993,Stretch,7.0
4994,Into The Storm,4.7
4995,In Bloom,7.4
4996,Beyond The Edge,6.3
4997,Kite,3.5
4998,Rhymes For Young Ghouls,8.0
4999,The Giver,5.6
5000,Sex Tape,4.3
5001,Ragnarok,6.2
5002,"20,000 Days On Earth",7.8
5003,The November Man,5.1
5004,Earth To Echo,5.8
5005,The Purge: Anarchy,5.7
5006,Automata,5.7
5007,Housebound,7.6
5008,Pay 2 Play: Democracy'S High Stakes,7.2
5009,If I Stay,5.3
5010,Reclaim,3.8
5011,Field Of Lost Shoes,5.7
5012,A Merry Friggin' Christmas,4.0
5013,White Lightning,7.3
5014,Gator,3.2
5015,Demons,6.6
5016,"Come Back To The 5 & Dime Jimmy Dean, Jimmy Dean",9.0
5017,Too Late Blues,8.4
5018,War Story,5.4
5019,Mood Indigo,6.4
5020,How To Train Your Dragon 2,7.8
5021,Ornette: Made In America,6.9
5022,Alive Inside,7.0
5023,Mr. Pip,6.6
5024,Stolen Seas,7.0
5025,All Things To All Men,4.4
5026,Coldwater,6.6
5027,When Comedy Went To School,6.4
5028,Jersey Boys,6.1
5029,Maleficent,6.0
5030,I Am Yours,6.5
5031,The Wind Rises,8.0
5032,Let'S Be Cops,4.2
5033,Abuse Of Weakness,7.2
5034,Patema Inverted,5.5
5035,Happy Christmas,6.7
5036,Life Of Crime,6.1
5037,Drive Hard,3.9
5038,Iceman,5.0
5039,Summer Of Blood,6.5
5040,I Am Ali,5.9
5041,Chelsea Peretti: One Of The Greats,8.4
5042,Archipelago,7.8
5043,Life After Beth,5.7
5044,A Most Wanted Man,7.4
5045,I Travel Alone,6.3
5046,Running From Crazy,6.7
5047,Wish I Was Here,5.7
5048,Planes: Fire & Rescue,5.5
5049,Exhibition,7.4
5050,The Christmas Candle,4.3
5051,The Forgotten Kingdom,6.3
5052,Begin Again,7.1
5053,Deliver Us From Evil,5.1
5054,Good People,4.7
5055,Child Of God,5.5
5056,The Dog,7.5
5057,Moebius,6.3
5058,Frontera,6.7
5059,X-Men: Days Of Future Past,7.6
5060,The One I Love,7.2
5061,Land Ho!,7.1
5062,Jamie Marks Is Dead,5.9
5063,Step Up: All In,5.3
5064,Plastic,3.5
5065,About Alex,5.8
5066,Behaving Badly,3.0
5067,America: Imagine The World Without Her,3.2
5068,Falcon Rising,6.0
5069,The Taking Of Deborah Logan,6.4
5070,Mr. Peabody & Sherman,6.8
5071,A Million Ways To Die In The West,5.3
5072,A Letter To Momo,6.8
5073,Third Person,4.6
5074,Bound By Flesh,7.3
5075,Nuclear Nation,7.0
5076,Coming Up Roses,4.8
5077,Dormant Beauty,7.1
5078,A Coffee In Berlin,6.9
5079,The Last Sentence,7.1
5080,Snowpiercer,8.1
5081,Floating Skyscrapers,6.4
5082,Nothing Bad Can Happen,6.6
5083,Venus In Fur,7.2
5084,Chinese Puzzle,6.7
5085,For A Woman,6.3
5086,Mystery Road,7.3
5087,Siddharth,7.6
5088,Gabrielle,7.1
5089,Canopy,6.6
5090,Lfo,6.8
5091,Autumn Blood,5.0
5092,The Scribbler,5.7
5093,As The Palaces Burn,6.6
5094,Godzilla,6.9
5095,The Fluffy Movie,5.8
5096,Persecuted,2.6
5097,See No Evil 2,5.0
5098,Fort Bliss,6.9
5099,Kundo: Age Of The Rampant,6.7
5100,Topkapi,8.5
5101,Billion Dollar Brain,5.7
5102,Los Angeles Plays Itself,9.0
5103,Ivory Tower,7.0
5104,True Confessions,8.4
5105,Sidewalk Stories,7.2
5106,Level Five,7.9
5107,Radio Free Albemuth,5.1
5108,Advanced Style,6.9
5109,Himizu,7.0
5110,Witching & Bitching,6.9
5111,The Grand Seduction,6.1
5112,Flex Is Kings,5.9
5113,Chef,7.0
5114,Million Dollar Arm,6.3
5115,Tasting Menu,4.8
5116,Violette,7.3
5117,Supermensch: The Legend Of Shep Gordon,6.6
5118,Borgman,7.2
5119,Cannibal,6.3
5120,Beneath The Harvest Sky,6.4
5121,Saving Santa,4.0
5122,The Boy With The Cuckoo-Clock Heart,6.8
5123,Whitey: United States Of America V. James J. Bulger,7.2
5124,To Be Takei,7.3
5125,Obvious Child,7.5
5126,Cold In July,7.2
5127,Space Station 76,6.1
5128,4 Minute Mile,5.3
5129,Sharknado 2: The Second One,5.3
5130,Neighbors,5.2
5131,"Run Silent, Run Deep",8.4
5132,Bloody Mama,5.1
5133,The Young Savages,6.0
5134,Fort Mccoy,5.0
5135,Transformers: Age Of Extinction,4.3
5136,Very Good Girls,4.6
5137,Are You Here,4.0
5138,Paris-Manhattan,5.3
5139,Hellion,6.6
5140,Leprechaun: Origins,3.1
5141,The Rover,6.7
5142,Ilo Ilo,8.0
5143,Which Way Is The Front Line From Here? The Life And Time Of Tim Hetherington,7.7
5144,Free The Mind,6.7
5145,The Last Of The Unjust,8.4
5146,Think Like A Man Too,4.9
5147,The German Doctor,6.8
5148,Willow Creek,6.5
5149,The Battery,6.5
5150,Postman Pat: The Movie - You Know You'Re The One,4.7
5151,The Double,7.0
5152,See You Next Tuesday,7.9
5153,Lucky Them,6.9
5154,Wolf,5.5
5155,Need For Speed,4.8
5156,Decoding Annie Parker,5.7
5157,Delivery,6.2
5158,The Signal,6.2
5159,The Calling,5.5
5160,Found,7.2
5161,Teen Wolf,5.6
5162,The Cartel,5.5
5163,Captain America: The Winter Soldier,7.7
5164,The Road,6.3
5165,Victim,4.8
5166,Transcendence,5.1
5167,Casting By,7.4
5168,Last Passenger,6.3
5169,American Promise,6.7
5170,Citizen Koch,6.3
5171,Teenage,6.4
5172,Who Is Dayani Cristal?,6.5
5173,Draft Day,6.1
5174,A Long Way Down,4.5
5175,Evergreen: The Road To Legalization,7.3
5176,Night Moves,7.4
5177,Louder Than Words,4.5
5178,Burt'S Buzz,6.7
5179,Palo Alto,6.4
5180,Words And Pictures,5.8
5181,The Fault In Our Stars,7.0
5182,The Galapagos Affair: Satan Came To Eden,7.0
5183,Belle,7.1
5184,Burning Blue,5.4
5185,God'S Pocket,5.7
5186,Jackpot,5.5
5187,Fed Up,7.4
5188,Brick Mansions,4.8
5189,The Normal Heart,8.0
5190,The Hornet'S Nest,7.1
5191,Moms' Night Out,4.7
5192,Leave The World Behind,6.2
5193,Korengal,6.7
5194,Firestarter,5.1
5195,14 Blades,4.7
5196,Legends Of Oz: Dorothy'S Return,3.8
5197,Horses Of God,7.2
5198,They Came Together,6.5
5199,Cuban Fury,5.8
5200,Only Lovers Left Alive,7.6
5201,Out Of The Clear Blue Sky,7.0
5202,For No Good Reason,6.4
5203,Shirin In Love,4.1
5204,Wasteland,5.7
5205,Young & Beautiful,6.8
5206,A Teacher,6.2
5207,The Quiet Ones,5.0
5208,Rio 2,5.7
5209,Trust Me,5.9
5210,Grigris,6.8
5211,The Love Punch,4.7
5212,The Railway Man,6.5
5213,The Possession Of Michael King,4.8
5214,Bears,7.2
5215,The Station,5.0
5216,A Promise,4.1
5217,Project Wild Thing,6.3
5218,Whitewash,7.0
5219,Under The Electric Sky,5.1
5220,Blended,4.3
5221,Jersey Shore Massacre,2.0
5222,Cabin Fever: Patient Zero,4.5
5223,Septic Man,4.2
5224,Heatstroke,5.4
5225,Love Streams,9.3
5226,We Won'T Grow Old Together,8.3
5227,The Amazing Spider-Man 2,6.1
5228,Frankie & Alice,5.2
5229,Fading Gigolo,6.0
5230,The Sacrament,6.2
5231,When I Saw You,6.8
5232,Muppets Most Wanted,6.9
5233,Filth,6.5
5234,Breathe In,6.1
5235,12 O'Clock Boys,7.5
5236,Go For Sisters,7.0
5237,Summer In February,4.8
5238,A Haunted House 2,2.3
5239,Dancing In Jaffa,7.0
5240,The Moment,2.4
5241,Manakamana,7.9
5242,Locke,7.8
5243,Noah,6.8
5244,The Cold Lands,6.6
5245,Hateship Loveship,6.3
5246,Proxy,6.0
5247,Toy Story Of Terror!,8.2
5248,The Empty Hours,7.5
5249,Ping Pong Summer,6.1
5250,I Am Happiness On Earth,4.7
5251,A Brony Tale,7.2
5252,Tokarev,3.5
5253,Batman: Assault On Arkham,7.2
5254,Paris Blues,7.5
5255,Modern Life,6.9
5256,Crazy Horse,7.3
5257,Clip,5.8
5258,A Night In Old Mexico,5.3
5259,Divergent,5.7
5260,The Other Woman,4.7
5261,Dom Hemingway,6.1
5262,More Than The Rainbow,6.7
5263,It Felt Like Love,7.0
5264,Five Dances,5.0
5265,Gmo Omg,5.4
5266,Heaven Is For Real,5.9
5267,Blue Ruin,8.1
5268,The French Minister,6.6
5269,Half Of A Yellow Sun,5.7
5270,Finding Vivian Maier,7.6
5271,Oculus,6.7
5272,The Protector 2,4.5
5273,The Amazing Catfish,6.1
5274,Around The Block,8.8
5275,The Den,6.5
5276,Drones,5.4
5277,God'S Not Dead,3.1
5278,I'Ll Follow You Down,5.3
5279,Ironclad: Battle For Blood,4.1
5280,Bad Johnson,3.5
5281,Cell 213,4.0
5282,Wrinkles,7.5
5283,Breath Of The Gods,5.3
5284,Sabotage,4.8
5285,Justin And The Knights Of Valor,3.9
5286,Lunch,6.4
5287,Tyler Perry'S The Single Moms Club,5.0
5288,The Human Race,1.6
5289,All Cheerleaders Die,5.4
5290,300: Rise Of An Empire,5.3
5291,The Raid 2,7.7
5292,The Face Of Love,5.6
5293,Under The Skin,8.0
5294,Will You Still Love Me Tomorrow?,4.4
5295,The Last Days,7.8
5296,Jodorowsky'S Dune,8.0
5297,Open Grave,4.4
5298,Northern Light,7.8
5299,The Lunchbox,7.8
5300,Bad Words,6.4
5301,Watermark,6.7
5302,Antboy,5.6
5303,Bethlehem,7.0
5304,Make Your Move,5.0
5305,Made In America,5.6
5306,Sxtape,4.5
5307,Cesar Chavez,6.0
5308,Next Goal Wins,7.6
5309,The Angriest Man In Brooklyn,3.8
5310,Road To Paloma,6.0
5311,The Wipers Times,8.0
5312,The Suspect,6.8
5313,Endless Love,5.1
5314,Sister,7.8
5315,The Wedding Video,5.6
5316,Vinyl,4.8
5317,Bb King: The Life Of Riley,7.0
5318,Fracknation,5.7
5319,Maidentrip,7.7
5320,Elaine Stritch: Shoot Me,8.0
5321,The Unknown Known,7.1
5322,The Returned,6.2
5323,Enemy,6.7
5324,"Like Father, Like Son",7.8
5325,Blood Ties,6.0
5326,Sellebrity,7.0
5327,For Those In Peril,6.7
5328,Lullaby,5.5
5329,Rigor Mortis,6.1
5330,A Short History Of Decay,4.8
5331,Tim'S Vermeer,7.5
5332,The Lego Movie,8.2
5333,Winter'S Tale,4.1
5334,Repentance,3.9
5335,Afflicted,6.8
5336,The Grand Budapest Hotel,8.6
5337,Wolf Creek 2,5.8
5338,10 Rules For Sleeping Around,0.3
5339,Rob The Mob,7.1
5340,Don Peyote,4.3
5341,Stage Fright,5.3
5342,Kid Cannabis,6.6
5343,Judex,6.7
5344,Nicky'S Family,6.0
5345,The Final Member,7.2
5346,Ernest & CãLestine,8.2
5347,Joe,7.4
5348,What Richard Did,7.8
5349,Almost Human,5.3
5350,Two Lives,6.9
5351,Pandora'S Promise,6.1
5352,We Are The Best!,8.0
5353,Alan Partridge,7.1
5354,Walk Of Shame,4.6
5355,Adjust Your Tracking: The Untold Story Of The Vhs Collector,7.1
5356,The Machine,6.4
5357,Some Velvet Morning,5.0
5358,The Missing Picture,8.3
5359,Jimmy P.,5.9
5360,"2 Autumns, 3 Winters",6.9
5361,Test,7.1
5362,Son Of Batman,6.4
5363,Afternoon Of A Faun: Tanaquil Le Clercq,7.8
5364,Authors Anonymous,3.5
5365,13 Sins,6.1
5366,The Attorney,7.9
5367,No Clue,5.3
5368,Perfect Sisters,3.9
5369,The Odd Way Home,7.5
5370,Joy Ride 3: Roadkill,4.2
5371,Robocop,5.9
5372,After Tiller,7.7
5373,"Lila, Lila",7.0
5374,The Trouble With The Truth,7.3
5375,In The Blood,5.3
5376,What'S In A Name,5.1
5377,Non-Stop,6.1
5378,Gambit,4.5
5379,Black Out,5.1
5380,Jack Ryan: Shadow Recruit,5.9
5381,Capital,6.2
5382,Big Bad Wolves,7.3
5383,Cousin Jules,8.5
5384,Harry Dean Stanton: Partly Fiction,7.3
5385,The Short Game,6.3
5386,Adult World,5.8
5387,The Pretty One,6.1
5388,The Invisible Woman,6.9
5389,Run & Jump,6.7
5390,The Anonymous People,7.0
5391,Omar,7.6
5392,Vendetta,3.0
5393,Goodbye World,5.0
5394,The Motel Life,6.3
5395,The Secret Lives Of Dorks,4.3
5396,Devil'S Knot,4.9
5397,Visitors,6.5
5398,Son Of God,5.0
5399,Redwood Highway,6.8
5400,Pompeii,4.7
5401,Small Time,5.7
5402,Super Duper Alice Cooper,6.4
5403,Like Someone In Love,7.5
5404,Four Horsemen,5.7
5405,The Great Flood,6.9
