,Movie,RottenT_Rating
5406,The Monuments Men,5.6
5407,"No God, No Master",5.6
5408,Therese,5.7
5409,16 Acres,7.3
5410,About Last Night,6.2
5411,God Loves Uganda,7.9
5412,The Right Kind Of Wrong,3.9
5413,Zero Charisma,7.0
5414,Vampire Academy,3.8
5415,Cheap Thrills,7.0
5416,Journey To The West: Conquering The Demons,7.3
5417,A Birder'S Guide To Everything,7.0
5418,Child'S Pose,7.7
5419,Raze,5.1
5420,Stranger By The Lake,7.9
5421,Weekend Of A Champion,6.5
5422,Her,8.5
5423,Philomena,7.8
5424,3 Days To Kill,4.8
5425,That Awkward Moment,4.5
5426,Grand Piano,6.7
5427,Labor Day,5.6
5428,Mccanick,4.3
5429,House In The Alley,5.4
5430,Barrymore,6.7
5431,Our Vinyl Weighs A Ton: This Is Stones Throw Records,6.8
5432,The Patrol,5.7
5433,Sarah Silverman: We Are Miracles,7.9
5434,24 Exposures,5.4
5435,Home Of The Brave,7.2
5436,"I, Frankenstein",3.6
5437,Genius On Hold,6.7
5438,Simon And The Oaks,6.7
5439,7 Boxes,7.9
5440,The Secret Life Of Walter Mitty,6.2
5441,The Best Offer,6.2
5442,Escape From Tomorrow,6.3
5443,The Legend Of Hercules,3.0
5444,Still,7.5
5445,Awful Nice,6.4
5446,These Birds Walk,8.1
5447,Mr. Jones,4.9
5448,The Philosophers,6.1
5449,The Rocket,7.6
5450,The Jewish Cardinal,6.4
5451,Devil'S Due,4.3
5452,The Selfish Giant,8.1
5453,Anchorman 2: The Legend Continues,6.6
5454,Mercedes Sosa: The Voice Of Latin America,6.2
5455,Chennai Express,5.2
5456,Veronica Mars,6.8
5457,Generation Iron,6.5
5458,The Art Of The Steal,5.6
5459,Is The Man Who Is Tall Happy? An Animated Conversation With Noam Chomsky,7.4
5460,Special Id,5.6
5461,Stay,5.6
5462,Gimme Shelter,5.1
5463,Brightest Star,4.4
5464,Stalingrad,5.8
5465,Chlorine,4.4
5466,Locker 13,1.8
5467,American Jesus,7.3
5468,Mischief Night,7.3
5469,A New Leaf,8.5
5470,Men In War,7.6
5471,The Easy Life,9.2
5472,The Strange Woman,5.4
5473,Riot In Cell Block 11,8.0
5474,Shooting Robert King,7.3
5475,Switch,5.3
5476,Great Expectations,6.3
5477,Bettie Page Reveals All,6.7
5478,The Nut Job,4.2
5479,Fetih 1453,3.9
5480,Wrong Cops,5.6
5481,Black Nativity,5.9
5482,La Maison De La Radio,5.5
5483,Dear Mr. Watterson,6.6
5484,Copperhead,5.0
5485,The Trials Of Muhammad Ali,7.6
5486,Trap For Cinderella,4.3
5487,A Farewell To Fools,6.2
5488,Flowers In The Attic,6.2
5489,Barefoot,4.6
5490,Date And Switch,5.3
5491,Better Living Through Chemistry,5.3
5492,Boys Of Abu Ghraib,5.5
5493,Young At Heart,7.5
5494,August: Osage County,6.6
5495,The Wolf Of Wall Street,8.0
5496,47 Ronin,4.4
5497,The Curse Of The Gothic Symphony,6.3
5498,The End Of Time,7.6
5499,Out Of The Furnace,6.2
5500,Sound City,7.7
5501,The Oranges,5.1
5502,Silver Linings Playbook,8.2
5503,Grudge Match,4.8
5504,The Sorcerer And The White Snake,5.8
5505,The Guilt Trip,5.5
5506,The Hobbit: The Desolation Of Smaug,7.0
5507,Gangster Squad,5.3
5508,Homefront,5.1
5509,Everyday,6.6
5510,Ride Along,4.6
5511,I Am Divine,7.6
5512,Murph: The Protector,7.3
5513,At Middleton,6.1
5514,Justin Bieber'S Believe,5.6
5515,War Of The Worlds: Goliath,7.4
5516,Cavemen,3.3
5517,A Field In England,7.3
5518,Bastards,6.8
5519,A Touch Of Sin,7.9
5520,Best Night Ever,3.6
5521,Snake And Mongoose,7.1
5522,Paranormal Activity: The Marked Ones,5.1
5523,The Bag Man,4.3
5524,Back In The Day,4.0
5525,The Pirate Fairy,6.4
5526,Black Coffee,4.9
5527,Lizzie Borden Took An Ax,6.1
5528,Holy Ghost People,7.5
5529,Patton Oswalt: Tragedy Plus Comedy Equals Time,8.2
5530,No Holds Barred,2.5
5531,A Brief History Of Time,7.3
5532,The Freshman,8.9
5533,Odd Thomas,5.4
5534,Knights Of Badassdom,5.9
5535,Walking With Dinosaurs,4.7
5536,Cz12,5.5
5537,Forgetting The Girl,6.5
5538,Girl On A Bicycle,3.9
5539,American Hustle,8.2
5540,"Camille Claudel, 1915",7.3
5541,Delivery Man,5.4
5542,The Patience Stone,7.4
5543,Welcome To The Jungle,4.5
5544,Crave,4.4
5545,The Truth About Emanuel,5.1
5546,Viola,8.1
5547,Alien Boy: The Life And Death Of James Chasse,9.8
5548,Mandela: Long Walk To Freedom,6.4
5549,Loves Her Gun,4.7
5550,The Punk Singer,7.8
5551,The Past,8.2
5552,Frozen,7.8
5553,Let The Fire Burn,8.4
5554,The Great Beauty,8.1
5555,Return To Nuke 'Em High: Volume 1,5.2
5556,Angels In Stardust,4.3
5557,The Conspiracy,6.7
5558,Contracted,5.0
5559,When Jews Were Funny,6.4
5560,Free Ride,3.9
5561,Hairbrained,4.3
5562,The Hunger Games: Catching Fire,7.7
5563,Swerve,5.2
5564,Kill Your Darlings,6.8
5565,Yogawoman,5.5
5566,Day Of The Flowers,5.3
5567,Outrage: Beyond,6.0
5568,Here Comes The Devil,5.7
5569,Saving Mr. Banks,7.1
5570,The Time Being,5.0
5571,All Stars,5.3
5572,Easy Money Ii,6.0
5573,The Broken Circle Breakdown,7.4
5574,Inside Llewyn Davis,8.6
5575,The Book Thief,5.9
5576,In Fear,6.8
5577,The Last Days On Mars,4.8
5578,Geography Club,6.3
5579,Gravity,9.0
5580,Flu,5.4
5581,Khumba,4.8
5582,Mademoiselle C,5.1
5583,Reasonable Doubt,4.7
5584,Enemies Closer,6.0
5585,Jamesy Boy,5.4
5586,Commitment,6.6
5587,Sparks,8.0
5588,Dark House,3.3
5589,Ode To Billy Joe,5.1
5590,Mr. Nobody,6.9
5591,The Visitor,6.5
5592,Oldboy,5.5
5593,You Will Be My Son,7.4
5594,Thor: The Dark World,6.5
5595,The Iran Job,7.3
5596,The Pervert'S Guide To Ideology,7.3
5597,Twice Born,4.6
5598,The Knot,2.6
5599,12 Years A Slave,9.0
5600,The Armstrong Lie,7.1
5601,The Fifth Estate,5.7
5602,Afternoon Delight,6.3
5603,The Grandmaster,6.9
5604,Girl Rising,7.2
5605,Narco Cultura,7.7
5606,Lost In Thailand,5.8
5607,Hours,5.2
5608,Muscle Shoals,7.6
5609,The Wait,3.9
5610,Fists Of Legend,6.2
5611,Gbf,6.5
5612,Nebraska,8.1
5613,All Is Lost,8.1
5614,Diana,3.9
5615,On The Job,6.9
5616,Chastity Bites,8.0
5617,How I Live Now,6.4
5618,Cold Comes The Night,5.2
5619,Pulling Strings,6.1
5620,Bullet,2.5
5621,Hellbenders,4.8
5622,Dear Heart,5.6
5623,St Trinian'S 2: The Legend Of Fritton'S Gold,3.7
5624,22 Bullets,5.2
5625,Jewtopia,3.7
5626,The Artist And The Model,6.5
5627,Jackass Presents: Bad Grandpa,5.8
5628,Two Jacks,4.1
5629,The Summit,6.5
5630,Wadjda,8.1
5631,Spinning Plates,6.6
5632,Pit Stop,7.5
5633,Cutie And The Boxer,7.8
5634,Mother Of George,7.6
5635,Pussy Riot - A Punk Prayer,7.0
5636,The Inevitable Defeat Of Mister & Pete,7.2
5637,The Best Man Holiday,6.4
5638,Haunter,5.6
5639,Grace Unplugged,5.4
5640,Reaching For The Moon,6.0
5641,Bottled Up,5.1
5642,The Human Scale,7.1
5643,Dallas Buyers Club,7.9
5644,The Banshee Chapter,6.6
5645,Live At The Foxes Den,2.5
5646,Cloudy With A Chance Of Meatballs 2,6.6
5647,The Adventurer: The Curse Of The Midas Box,5.2
5648,Life Of A King,5.5
5649,Killing Kennedy,6.6
5650,People Of A Feather,7.1
5651,Six Million And One,7.1
5652,Escape Plan,5.6
5653,Free Birds,4.7
5654,The Snow Queen,4.3
5655,About Time,6.6
5656,Blue Jasmine,8.2
5657,You'Re Next,6.7
5658,Rush,7.6
5659,Last Vegas,5.5
5660,Terraferma,6.6
5661,I Will Follow You Into The Dark,3.0
5662,The Necessary Death Of Charlie Countryman,4.3
5663,Riddick,5.6
5664,Metallica: Through The Never,6.8
5665,In A World ...,7.7
5666,Ass Backwards,5.1
5667,I Used To Be Darker,7.4
5668,Instructions Not Included,6.1
5669,A Case Of You,5.9
5670,Dark Touch,5.8
5671,Mcconkey,6.7
5672,Milo,6.0
5673,Antisocial,5.2
5674,Dark Tourist,4.7
5675,A Perfect Man,6.4
5676,Burton And Taylor,9.0
5677,The Sound Of Music Live!,6.8
5678,Justice League: War,5.8
5679,Raise The Titanic,5.8
5680,Never Sleep Again: The Elm Street Legacy,8.5
5681,Streetdance 2,4.5
5682,Cafã De Flore,6.5
5683,Old Goats,6.6
5684,An Encounter With Simone Weil,6.2
5685,Captain Phillips,8.4
5686,Carrie,5.8
5687,Machete Kills,4.9
5688,Sunlight Jr.,6.3
5689,The Spectacular Now,7.9
5690,Four,7.0
5691,How To Make Money Selling Drugs,6.9
5692,1,6.8
5693,The Starving Games,0.9
5694,A.C.O.D.,5.8
5695,Big Sur,5.2
5696,Blue Caprice,7.4
5697,Fruitvale Station,8.2
5698,20 Feet From Stardom,8.1
5699,A Single Shot,6.2
5700,Rewind This!,7.9
5701,Our Nixon,7.6
5702,Short Term 12,8.4
5703,I'M In Love With A Church Girl,3.5
5704,Enough Said,7.8
5705,Vikingdom,4.8
5706,Freezer,4.1
5707,Nativity!,5.2
5708,Runner Runner,4.5
5709,Wedding Palace,5.1
5710,Cassadaga,4.8
5711,Caesar Must Die,7.6
5712,Tiger Eyes,6.7
5713,Portrait Of Wally,7.4
5714,Hell Baby,4.7
5715,More Than Honey,7.3
5716,"Love, Marilyn",6.2
5717,Thanks For Sharing,5.9
5718,Closed Circuit,5.7
5719,Inequality For All,7.6
5720,Inappropriate Comedy,1.4
5721,Insidious: Chapter 2,5.1
5722,C.O.G.,6.7
5723,Linsanity,6.0
5724,Don Jon,7.0
5725,We Are What We Are,7.2
5726,The Happy House,5.2
5727,The Berlin File,5.6
5728,Savannah,3.1
5729,Big Ass Spider!,6.0
5730,Kiss The Water,6.8
5731,Breakup At A Wedding,6.7
5732,Sweetwater,4.6
5733,Last Love,5.0
5734,It'S Better To Jump,6.6
5735,Year Of The Living Dead,7.0
5736,Ninja Ii: Shadow Of A Tear,7.6
5737,Gori Tere Pyaar Mein,5.7
5738,Far From Vietnam,6.0
5739,The Lone Ranger,5.3
5740,Elysium,6.7
5741,If I Were You,4.4
5742,Despicable Me 2,6.9
5743,Percy Jackson: Sea Of Monsters,5.4
5744,Fast & Furious 6,6.4
5745,Sightseers,7.5
5746,Battle Of The Year,3.8
5747,Man Of Tai Chi,6.4
5748,Prisoners,7.5
5749,The Hunt,7.9
5750,Our Children,7.8
5751,One Direction: This Is Us,6.0
5752,Ain'T Them Bodies Saints,7.4
5753,Berberian Sound Studio,7.4
5754,Museum Hours,8.1
5755,The Seasoning House,4.0
5756,Kick-Ass 2,5.3
5757,The Family,4.9
5758,Una Noche,7.1
5759,The Crash Reel,7.9
5760,Newlyweeds,5.8
5761,Touchy Feely,5.6
5762,Ghost Team One,4.2
5763,Night Train To Lisbon,5.0
5764,Cottage Country,4.8
5765,Devil'S Pass,5.4
5766,Mission Park,4.6
5767,Adore,5.1
5768,The Lovely Month Of May,8.4
5769,Winnie,4.9
5770,The Ultimate Life,3.8
5771,Toad Road,5.4
5772,Stella Dallas,7.9
5773,Boss,3.9
5774,Investigation Of A Citizen Above Suspicion,8.1
5775,All The Boys Love Mandy Lane,5.3
5776,The Wolverine,6.6
5777,Fear And Desire,5.6
5778,Romeo And Juliet In Yiddish,6.1
5779,Harold'S Going Stiff,6.7
5780,The Smurfs 2,4.4
5781,Red 2,5.8
5782,Jayne Mansfield'S Car,5.7
5783,Big Star: Nothing Can Hurt Me,7.2
5784,The Mortal Instruments: City Of Bones,4.3
5785,Twenty8K,4.5
5786,Inch'Allah,6.4
5787,Shahid,7.5
5788,The Act Of Killing,8.9
5789,Unconditional,6.8
5790,Men At Lunch,5.2
5791,The Future,6.9
5792,Things Never Said,6.5
5793,Drinking Buddies,7.0
5794,Turbo,6.4
5795,Stevie Nicks: In Your Dreams,5.0
5796,The Stone Roses: Made Of Stone,6.9
5797,Some Girl(S),6.3
5798,Red Obsession,7.0
5799,Man Of Steel,6.5
5800,Good Ol' Freda,6.9
5801,Sample This,7.2
5802,Speak The Music: Robert Mann And The Mysteries Of Chamber Music,6.0
5803,Barbara,7.9
5804,The World'S End,7.5
5805,American Meat,4.8
5806,Violet & Daisy,5.1
5807,Paradise,4.8
5808,Free China: The Courage To Believe,7.1
5809,Paranoia,4.2
5810,Informant,7.2
5811,ThãRãSe,5.8
5812,Jobs,5.3
5813,2 Guns,6.3
5814,The Canyons,4.2
5815,The Wolf Children Ame And Yuki,8.5
5816,Planes,4.9
5817,The To Do List,6.1
5818,We'Re The Millers,5.9
5819,Hannah Arendt,7.1
5820,Getaway,3.3
5821,Nativity 2: Danger In The Manger!,4.3
5822,In Search Of Blind Joe Death: The Saga Of John Fahey,7.6
5823,And While We Were Here,5.4
5824,Crystal Fairy & The Magical Cactus,6.9
5825,Blackfish,8.1
5826,Prince Avalanche,7.1
5827,Ip Man: The Final Fight,6.1
5828,Dealin' With Idiots,5.4
5829,All Is Bright,6.0
5830,Bridegroom,6.4
5831,Breaking The Girls,5.0
5832,Drew: The Man Behind The Poster,6.0
5833,Mickey'S Christmas Carol,8.0
5834,When The Dragon Swallowed The Sun,5.2
5835,Lovelace,5.9
5836,Footprints,5.0
5837,Girl Most Likely,5.0
5838,Grabbers,6.3
5839,I Declare War,6.8
5840,Grown Ups 2,3.0
5841,White House Down,5.8
5842,Pacific Rim,6.8
5843,Broken,6.2
5844,Renoir,6.8
5845,Not Yet Begun To Fight,8.5
5846,Passion,5.8
5847,The Fitzgerald Family Christmas,6.5
5848,The Attack,7.6
5849,Frances Ha,7.9
5850,Parkland,6.0
5851,"Doin' It In The Park: Pick-Up Basketball, Nyc",7.3
5852,Clear History,7.1
5853,Becoming Traviata,6.7
5854,Rising From Ashes,6.2
5855,Greenwich Village: Music That Defined A Generation,5.8
5856,Buffalo Girls,7.6
5857,Hava Nagila (The Movie),7.1
5858,Deceptive Practice: The Mysteries And Mentors Of Ricky Jay,7.9
5859,Computer Chess,7.7
5860,The Battle Of Pussy Willow Creek,5.6
5861,Hey Bartender!,6.4
5862,The Great Hip Hop Hoax,6.5
5863,Broadway Idiot,6.2
5864,Syrup,4.6
5865,As I Lay Dying,5.2
5866,Prayers For Bobby,6.4
5867,Strongman,7.5
5868,The Conjuring,7.4
5869,Monsters University,7.0
5870,At Any Price,6.1
5871,R.I.P.D.,3.9
5872,Only God Forgives,5.5
5873,I'M So Excited!,6.0
5874,Byzantium,6.6
5875,I Give It A Year,5.8
5876,Free Samples,3.9
5877,Hello Herman,5.1
5878,The Waiting Room,8.4
5879,The Internship,5.0
5880,Far Out Isn'T Far Enough: The Tomi Ungerer Story,7.5
5881,Out In The Dark,6.9
5882,Shepard & Dark,7.5
5883,Before Midnight,8.7
5884,Almost Perfect,4.0
5885,Paradise: Faith,6.5
5886,"The Way, Way Back",7.5
5887,Ishtar,4.8
5888,On The Road,5.8
5889,Jug Face,6.2
5890,Kevin Hart: Let Me Explain,6.1
5891,The World Before Her,7.8
5892,Dirty Wars,7.5
5893,As Cool As I Am,3.7
5894,Drug War,8.2
5895,Springsteen & I,7.2
5896,Just Like A Woman,5.3
5897,Hunky Dory,5.6
5898,Bounty Killer,5.9
5899,Who Needs Enemies,4.7
5900,Aziz Ansari: Buried Alive,8.4
5901,"Sherlock, Jr.",9.7
5902,The Big Parade,9.2
5903,I Married A Witch,7.6
5904,Ain'T In It For My Health: A Film About Levon Helm,7.3
5905,Mars,5.9
5906,Midnight'S Children,5.8
5907,Much Ado About Nothing,7.7
5908,The Look Of Love,5.9
5909,The Hangover Part Iii,4.5
5910,The Purge,5.4
5911,Pilgrim Song,5.4
5912,Aliyah,6.6
5913,Evil Dead,6.4
5914,Maniac,5.2
5915,The Heat,6.5
5916,Stuck In Love,5.9
5917,Vampira And Me,7.0
5918,Plush,4.7
5919,A Hijacking,8.0
5920,Mea Maxima Culpa: Silence In The House Of God,7.9
5921,Resolution,7.6
5922,We Steal Secrets: The Story Of Wikileaks,8.0
5923,Curse Of Chucky,6.6
5924,A Girl And A Gun,5.1
5925,I Spit On Your Grave 2,2.2
5926,The Croods,6.7
5927,Epic,6.1
5928,The Lifeguard,5.0
5929,Room 237,7.7
5930,Europa Report,7.0
5931,Home Run,6.2
5932,Assaulted: Civil Rights Under Fire,5.2
5933,Nothing Left To Fear,3.2
5934,Butcher Boys,2.4
5935,Sometimes A Great Notion,7.4
5936,Stick,4.5
5937,Scenic Route,6.2
5938,Iron Man 3,7.2
5939,Temptation,3.8
5940,Inbred,3.2
5941,Call Me Kuchu,8.3
5942,My Brother The Devil,7.3
5943,An Oversimplification Of Her Beauty,7.0
5944,This Is The End,7.3
5945,The Bling Ring,6.5
5946,The Kings Of Summer,7.2
5947,Gimme The Loot,7.5
5948,The End Of Love,7.0
5949,Laurence Anyways,7.4
5950,Vhs 2,6.2
5951,Admission,5.8
5952,My Father And The Man In Black,5.9
5953,Fill The Void,7.5
5954,One Track Heart: The Story Of Krishna Das,6.4
5955,Something In The Air,7.2
5956,Unfinished Song,6.0
5957,The Machine Which Makes Everything Disappear,7.0
5958,Java Heat,4.2
5959,The Frozen Ground,5.4
5960,He'S Way More Famous Than You,5.4
5961,Behind The Candelabra,8.2
5962,Star Trek Into Darkness,7.6
5963,"Turtle Hill, Brooklyn",6.2
5964,Morning,6.0
5965,Spring Breakers,6.5
5966,Twins Of Evil,7.6
5967,War Of The Buttons,5.2
5968,Lloyd The Conqueror,5.3
5969,Peeples,5.2
5970,The We And The I,7.0
5971,Simon Killer,6.9
5972,Movie 43,2.5
5973,A Fierce Green Fire,6.7
5974,Wish You Were Here,6.8
5975,Chasing Ice,7.7
5976,Electric Man,3.5
5977,Somebody Up There Likes Me,6.5
5978,War Witch,8.1
5979,Augustine,7.2
5980,Love Is All You Need,6.6
5981,After Lucia,9.0
5982,Three Worlds,6.8
5983,In The Fog,7.2
5984,Radio Unnameable,7.2
5985,Shanghai Calling,5.7
5986,Disconnect,7.0
5987,Greetings From Tim Buckley,6.6
5988,21 And Over,4.3
5989,"Bless Me, Ultima",6.2
5990,Drift,5.0
5991,Blood,5.6
5992,This Is Martin Bonner,7.9
5993,Frankenstein'S Army,5.9
5994,Phil Spector,7.7
5995,Desperate Acts Of Magic,5.2
5996,Hammer Of The Gods,4.4
5997,And Now A Word From Our Sponsor,5.0
5998,Snow White,7.9
5999,Stories We Tell,8.6
6000,The Lords Of Salem,5.6
6001,The Great Gatsby,6.1
6002,Now You See Me,6.0
6003,Going Down In La-La Land,4.8
6004,Pain & Gain,5.7
6005,Twixt,4.8
6006,33 Postcards,4.7
6007,From Up On Poppy Hill,7.2
6008,Violeta Went To Heaven,6.8
6009,ÃVocateur: The Morton Downey Jr. Movie,7.6
6010,Sassy Pants,5.5
6011,Ping Pong,6.7
6012,I Do,4.3
6013,Petunia,5.2
6014,Cockneys Vs Zombies,5.8
6015,Kon-Tiki,7.0
6016,Iceberg Slim: Portrait Of A Pimp,6.8
6017,Arthur Newman,5.3
6018,The Reluctant Fundamentalist,6.3
6019,Koch,7.6
6020,Andre Gregory: Before And After Dinner,6.9
6021,I Killed My Mother,7.4
6022,The English Teacher,5.6
6023,Scatter My Ashes At Bergdorf'S,5.3
6024,Stranded,3.7
6025,Sharknado,5.9
6026,Cavalcade,6.4
6027,Scary Movie V,2.2
6028,No,7.8
6029,Dog Pound,6.2
6030,The Company You Keep,6.4
6031,Killing Season,3.7
6032,Shadow Dancer,7.0
6033,Don'T Stop Believin': Everyman'S Journey,6.2
6034,Tortoise In Love,4.8
6035,Post Tenebras Lux,6.4
6036,Amour,8.7
6037,No One Lives,4.7
6038,The Unspeakable Act,6.9
6039,Errors Of The Human Body,6.8
6040,The Big Wedding,3.2
6041,Free Angela And All Political Prisoners,7.4
6042,What Maisie Knew,7.7
6043,No Place On Earth,6.9
6044,Black Rock,5.7
6045,The Deep,6.6
6046,A Band Called Death,7.9
6047,Olympus Has Fallen,5.7
6048,The Guillotines,4.9
6049,Hatchet Iii,5.0
6050,Not Today,5.8
6051,How Sweet It Is,2.5
6052,The Hot Flashes,5.0
6053,Evidence,4.1
6054,Rapture-Palooza,4.6
6055,Ghost Shark,6.0
6056,Antiviral,6.1
6057,G.I. Joe: Retaliation,4.9
6058,The Sapphires,7.0
6059,Oblivion,6.2
6060,Cloudburst,6.7
6061,Old Dog,7.8
6062,West Of Memphis,7.9
6063,Filly Brown,5.6
6064,A Thousand Kisses Deep,3.8
6065,Sushi: The Global Catch,5.8
6066,Eddie: The Sleepwalking Cannibal,6.0
6067,Paradise: Love,6.9
6068,Mud,8.0
6069,To The Wonder,6.2
6070,Storm Surfers,7.0
6071,Zambezia,5.6
6072,My Awkward Sexual Adventure,5.8
6073,Aftershock,4.9
6074,Phantom,5.1
6075,My Amityville Horror,6.6
6076,The Story Of Luke,6.3
6077,Magic Magic,6.3
6078,Rushlights,5.0
6079,Assault On Wall Street,4.0
6080,War On Whistleblowers: Free Press And The National Security State,4.5
6081,Teen Beach Movie,8.0
6082,Absence,4.6
6083,Justice League: The Flashpoint Paradox,7.6
6084,Solomon Kane,6.2
6085,Loose Cannons,5.8
6086,Cost Of A Soul,4.7
6087,Starbuck,6.3
6088,Bullet To The Head,5.4
6089,Will,2.5
6090,Wild Bill,7.6
6091,42,7.1
6092,Welcome To The Punch,5.7
6093,Jeff,6.6
6094,Graceland,7.8
6095,The Place Beyond The Pines,7.4
6096,Sammy 2,4.0
6097,Night Across The Street,7.9
6098,Detention Of The Dead,5.9
6099,The Bitter Buddha,7.3
6100,Under The Bed,5.7
6101,Ginger & Rosa,6.9
6102,Kiss Of The Damned,6.0
6103,Pieta,6.9
6104,Vanishing Waves,6.2
6105,The Expatriate,5.1
6106,Arcadia,7.1
6107,Love And Honor,3.6
6108,Hansel & Gretel Get Baked,5.4
6109,New World,7.0
6110,Vehicle 19,4.5
6111,From The Head,6.6
6112,The Night Visitor,5.8
6113,6 Souls,4.1
6114,F,7.1
6115,My Best Enemy,4.9
6116,Boy,7.5
6117,The House I Live In,8.1
6118,Would You Rather,5.3
6119,An Affair Of The Heart,7.6
6120,Just 45 Minutes From Broadway,3.9
6121,Herman'S House,7.5
6122,56 Up,8.5
6123,The Gatekeepers,8.3
6124,Bidder 70,6.6
6125,Dead Man Down,5.3
6126,Death By China,6.0
6127,Least Among Saints,4.3
6128,London: The Modern Babylon,7.4
6129,Inescapable,4.6
6130,Tower Block,5.1
6131,Hellbound?,6.4
6132,Venus And Serena,6.9
6133,Jack The Giant Slayer,6.0
6134,Tai Chi Hero,5.1
6135,The Fruit Hunters,6.9
6136,The Tower,6.2
6137,The Power Of Few,5.3
6138,The Girl,5.9
6139,Yeh Jawaani Hai Deewani,6.0
6140,Parker,5.1
6141,Safety Last,9.0
6142,Marketa Lazarovã,9.2
6143,The Happy Poet,6.4
6144,In The Family,8.4
6145,The Wedding Party,5.2
6146,Let My People Go!,4.9
6147,Black Pond,7.3
6148,Upside Down,5.4
6149,A Place At The Table,7.5
6150,The Source Family,7.0
6151,The Last Stand,6.1
6152,Pusher,5.8
6153,Fred Won'T Move Out,5.4
6154,Stoker,6.9
6155,Dark Skies,5.1
6156,American Mary,5.8
6157,The Incredible Burt Wonderstone,5.5
6158,Mental,5.7
6159,The Brass Teapot,5.3
6160,Supporting Characters,6.6
6161,The Lesser Blessed,5.8
6162,Come Out And Play,5.9
6163,Into The White,5.2
6164,The Call,5.4
6165,The Last Exorcism Part Ii,3.8
6166,The Rambler,5.9
6167,Finding Nemo,8.9
6168,You Don'T Need Feet To Dance,5.6
6169,In Old Arizona,6.0
6170,The Magic Flute,5.6
6171,The Life And Times Of Allen Ginsberg,7.9
6172,The Human Factor,6.4
6173,Oz The Great And Powerful,6.2
6174,Hansel & Gretel: Witch Hunters,4.4
6175,Warm Bodies,7.0
6176,The Last Ride,5.6
6177,A Good Day To Die Hard,4.4
6178,Wrong,6.5
6179,Escape From Planet Earth,5.1
6180,The Law In These Parts,7.9
6181,Mosquita Y Mari,7.4
6182,Vivan Las Antipodas!,7.9
6183,"3, 2, 1... Frankie Go Boom",5.9
6184,Someday This Pain Will Be Useful To You,3.3
6185,Identity Thief,4.4
6186,Snitch,5.9
6187,Brooklyn Castle,7.7
6188,The Taste Of Money,4.9
6189,It'S A Disaster,6.5
6190,"Joshua Tree, 1951: A Portrait Of James Dean",5.0
6191,Masquerade,6.7
6192,Dead Man'S Burden,7.0
6193,Honor Flight,6.7
6194,Mumia: Long Distance Revolutionary,6.1
6195,Knife Fight,4.8
6196,The Numbers Station,5.2
6197,Aroused,5.6
6198,Ek Thi Daayan,5.0
6199,Ring Of Fire,5.8
6200,Father Goose,7.2
6201,The Grass Is Greener,7.3
6202,Dark Command,8.1
6203,6 Month Rule,3.6
6204,Leonie!,5.4
6205,Charlie Casanova,3.4
6206,The Loving Story,8.4
6207,Texas Chainsaw,3.8
6208,Donovan'S Echo,5.0
6209,Irvine Welsh'S Ecstasy,3.7
6210,Neighboring Sounds,8.0
6211,Stand Up Guys,5.5
6212,The Abcs Of Death,5.2
6213,Beautiful Creatures,5.7
6214,Struck By Lightning,5.5
6215,Beware Of Mr. Baker,7.8
6216,Gregory Crewdson: Brief Encounters,8.0
6217,Dorfman In Love,5.3
6218,Side Effects,7.5
6219,Lore,7.8
6220,Liz,4.7
6221,Yossi,6.8
6222,Picture Day,6.1
6223,Generation Um...,3.7
6224,Gut,5.4
6225,A Glimpse Inside The Mind Of Charles Swan Iii,3.9
6226,Hating Breitbart,4.8
6227,Tomorrow You'Re Gone,4.6
6228,Once Upon A Time In Brooklyn,3.9
6229,The Enforcer,7.1
6230,Safe Haven,4.3
6231,The Details,5.9
6232,The Rabbi'S Cat,7.5
6233,Norman,6.2
6234,Jack Reacher,6.5
6235,Broken City,5.0
6236,Vito,8.4
6237,Manborg,6.7
6238,Walk Away Renee,6.3
6239,I Am Bruce Lee,6.2
6240,Mighty Fine,4.9
6241,Starlet,7.4
6242,Tchoupitoulas,8.2
6243,Only The Young,7.4
6244,The Revisionaries,7.2
6245,Mama,6.2
6246,Clandestine Childhood,6.1
6247,Cloud Atlas,6.9
6248,Hitchcock,6.4
6249,Not Fade Away,6.7
6250,Craptastic!,4.4
6251,The Man Who Shook The Hand Of Vicente Fernandez,6.4
6252,Back To 1942,5.2
6253,Upstream Color,8.0
6254,The Condemned,3.9
6255,Superman: Unbound,7.4
6256,Champion,8.1
6257,Goodbye Charlie,6.4
6258,Down The Shore,6.0
6259,A Simple Life,7.7
6260,K-11,4.3
6261,Stoned Bros.,5.6
6262,Happy People: A Year In The Taiga,7.2
6263,Wasted On The Young,6.2
6264,A Monster In Paris,6.0
6265,Wu Xia,6.6
6266,Django Unchained,8.3
6267,Kaboom,6.1
6268,A Bottle In The Gaza Sea,6.8
6269,Li And The Poet,7.0
6270,Save The Date,6.1
